target_id,target_month,employee_id,product_id,target_qty,target_value,currency,approved_by,approval_status,created_at,updated_at,source_system,batch_id,remarks
T400476,01/10/2025,E100607,P200468,257,"8,11,152.56",INR,E100253,Approved,2025-10-04 01:48:25,2025-04-24 01:02:29,CRM,BATCH_20260313_001,Revised
T400477,2025-10-01,E100659,P200569,206,"4,47,965.24",INR,E100431,Approved,2025-02-03 02:06:32,2025-08-21 17:57:48,SAP,BATCH_20260313_003,Manual upload
T400478,2025-11-01,E100147,P200393,1224,"29,43,351.39",INR,E100051,Approved,2025-10-18 20:39:29,2025-04-19 09:19:49,SFA App,BATCH_20260313_003,Carry forward
T400479,2025-10-01,E100003,P200038,652,"13,44,230.78",INR,E100611,Approved,2025-02-28 20:25:49,2026-03-11 20:06:24,SFA App,BATCH_20260313_001,
T400480,2025-10-01,E100561,P200456,321,"8,33,709.83",INR,E100440,Approved,2025-07-09 14:52:27,2025-04-29 19:24:24,CRM,BATCH_20260313_002,Revised
T400481,2025-07-01,E100490,P200245,73,,INR,E100010,Approved,2025-03-22 03:45:12,2025-09-19 07:49:32,SAP,BATCH_20260313_001,
T400482,2026-03-01,E100474,P200325,,"12,74,006.05",INR,E100662,Approved,2024-11-07 15:30:54,2025-11-25 18:42:32,SFA App,BATCH_20260313_001,Revised
T400483,2025-12-01,E100385,P200425,190,"3,63,052.05",INR,E100004,Approved,2026-02-16 17:01:09,2025-03-29 05:43:19,Legacy ERP,BATCH_20260313_002,Manual upload
T400484,2025-06-01,E100087,P200424,239,"5,18,759.90",INR,E100190,Pending,2025-05-01 15:52:03,2025-06-02 06:34:51,CRM,BATCH_20260313_001,Revised
T400485,2025-12-01,E100205,P200040,1119,"14,00,536.03",INR,E100407,Pending,2024-12-10 14:25:49,2025-05-11 18:35:23,SFA App,BATCH_20260313_002,Carry forward
T400486,2025-04-01,E100173,P200455,1766,"26,00,877.52",INR,E100703,Approved,2026-01-24 14:01:46,2026-02-21 10:19:29,CRM,BATCH_20260313_001,Revised
T400487,2026-02-01,E100447,P200275,845,"26,36,642.84",INR,E100739,Approved,2025-03-09 15:07:32,2025-11-06 02:44:27,SFA App,BATCH_20260313_003,
T400488,2026-03-01,E100505,P200238,,"8,86,755.11",INR,E100462,Approved,2025-06-29 12:24:42,2025-01-24 01:11:10,SAP,BATCH_20260313_001,Revised
T400489,2025-05-01,E100710,P200441,1633,"10,74,302.66",INR,E100188,Approved,2025-09-05 09:06:10,2025-05-14 10:41:45,SFA App,BATCH_20260313_001,
T400490,2025-03-01,E100153,P200024,789,"9,62,253.70",INR,E100110,Approved,2025-02-05 18:50:25,2025-06-20 08:22:10,Legacy ERP,BATCH_20260313_003,Carry forward
T400491,2026-01-01,E100101,P200456,847,"12,63,879.19",INR,E100621,Pending,2024-11-14 19:41:56,2025-04-01 13:09:32,SFA App,BATCH_20260313_002,Manual upload
T400492,2025-12-01,E100158,P200061,1409,"46,35,911.99",INR,E100011,Approved,2025-04-03 07:51:11,2025-09-19 16:23:33,Legacy ERP,BATCH_20260313_002,
T400493,2025-10-01,E100619,P200675,1715,"77,03,039.98",INR,E100118,Approved,2025-01-05 07:50:53,2025-08-30 02:03:16,Legacy ERP,BATCH_20260313_003,
T400494,2025-11-01,E100510,P200099,264,"2,82,001.25",INR,E100057,Pending,2025-05-17 22:34:57,2025-09-28 14:32:20,SAP,BATCH_20260313_001,
T400495,2026-01-01,E100147,P200660,993,"35,73,179.32",INR,E100692,Approved,2025-07-14 10:04:46,2025-12-21 16:44:53,Legacy ERP,BATCH_20260313_001,Carry forward
T400496,2025-08-01,E100187,P200592,1363,"58,44,126.81",INR,E100509,Approved,2026-02-26 16:00:55,2025-01-16 08:57:05,Legacy ERP,BATCH_20260313_003,Revised
T400497,2026-03-01,E100170,P200669,1636,"51,45,823.57",INR,E100322,Approved,2025-01-03 00:52:16,2026-01-28 04:13:52,CRM,BATCH_20260313_001,
T400498,01 Jul 2025,E100718,P200565,796,"19,86,067.45",INR,E100579,Approved,2024-12-05 19:14:19,2025-03-27 02:04:57,Legacy ERP,BATCH_20260313_002,Carry forward
T400499,2025-06-01,E100409,P200480,1046,"10,98,298.67",INR,E100113,Approved,2025-06-03 02:29:59,2025-04-08 02:11:17,CRM,BATCH_20260313_001,
T400500,2025-08-01,E100434,P200596,1222,"52,58,671.54",INR,E100411,Rejected,2025-06-25 08:03:14,2025-06-17 20:45:13,SAP,BATCH_20260313_001,Carry forward
T400501,01-05-2025,E100395,P200534,303,"11,70,435.63",INR,E100506,Approved,2025-03-15 03:14:49,2025-04-04 12:12:45,SAP,BATCH_20260313_003,
T400502,2026-03-01,E100330,P200057,1179,"50,29,198.25",INR,E100209,Approved,2025-01-17 04:04:48,2025-04-25 06:56:29,SAP,BATCH_20260313_002,Carry forward
T400503,2025-04-01,E100721,P200043,,"61,84,035.69",INR,E100308,Approved,2025-05-30 04:32:29,2025-04-07 08:21:07,CRM,BATCH_20260313_003,Carry forward
T400504,01 Aug 2025,E100121,P200630,1430,"44,38,493.32",INR,E100515,Approved,2025-03-04 03:24:57,2025-01-21 20:09:30,SFA App,BATCH_20260313_001,Carry forward
T400505,2026-02-01,E100551,P200452,908,"31,95,723.78",INR,E100099,Approved,2026-01-05 01:59:26,2025-11-07 11:59:20,CRM,BATCH_20260313_001,
T400506,2026-01-01,E100037,P200612,728,"7,40,557.78",INR,E100403,Approved,2025-08-11 21:21:39,2025-08-16 03:13:17,SAP,BATCH_20260313_001,Revised
T400507,2025-11-01,E100627,P200151,,"35,65,971.52",INR,E100220,Approved,2025-10-10 10:40:11,2025-05-10 14:39:25,Legacy ERP,BATCH_20260313_003,Carry forward
T400508,2025-01-01,E100299,P200364,1700,"39,02,268.79",INR,E100620,Approved,2025-12-26 20:49:44,2025-01-23 12:36:03,Legacy ERP,BATCH_20260313_001,Manual upload
T400509,2025-09-01,E100531,P200541,1291,"34,04,420.14",INR,E100314,Approved,2026-01-07 00:25:02,2025-03-16 12:37:48,SAP,BATCH_20260313_003,Carry forward
T400510,2025/01/01,E100615,P200315,757,"23,34,351.25",INR,E100194,Pending,2025-12-13 15:29:31,2025-04-10 01:34:57,SAP,BATCH_20260313_002,Revised
T400511,2025-10-01,E100021,P200167,501,"4,97,986.77",INR,E100064,Approved,2025-08-16 15:37:08,2025-06-30 07:34:19,SAP,BATCH_20260313_003,Revised
T400512,2025-10-01,E100717,P200460,1344,"7,25,077.24",INR,E100145,Approved,2025-07-25 17:32:50,2025-05-14 20:49:44,SAP,BATCH_20260313_002,
T400513,01 Aug 2025,E100435,P200177,613,"5,29,509.38",INR,E100336,Approved,2025-03-20 09:41:58,2025-09-21 11:00:09,Legacy ERP,BATCH_20260313_002,
T400514,2025-07-01,E100019,P200073,1753,"42,78,202.09",INR,E100497,Approved,2025-08-25 23:31:14,2025-01-08 19:40:40,Legacy ERP,BATCH_20260313_001,Carry forward
T400515,2025-01-01,E100654,P200404,965,,INR,E100655,Approved,2025-10-12 09:00:18,2025-06-05 00:06:10,SAP,BATCH_20260313_002,Carry forward
T400516,2026-03-01,E100437,P200656,470,"19,07,312.88",INR,E100348,Approved,2024-11-17 02:10:38,2025-01-09 08:15:05,CRM,BATCH_20260313_003,Manual upload
T400517,2025-07-01,E100553,P200436,986,"19,90,484.59",INR,E100517,Approved,2025-02-12 12:15:13,2026-01-26 04:02:36,Legacy ERP,BATCH_20260313_003,
T400518,2026-02-01,E100419,P200520,776,"7,15,808.83",INR,E100002,Approved,2025-06-30 01:04:48,2025-06-05 12:07:59,SFA App,BATCH_20260313_001,Revised
T400519,2026-03-01,E100491,P200234,1322,"8,61,868.95",INR,E100093,Approved,2025-10-20 12:17:10,2025-06-20 00:32:51,CRM,BATCH_20260313_001,Revised
T400520,2025-04-01,E100274,P200648,1328,"25,18,178.89",INR,E100740,Approved,2025-10-14 15:13:09,2025-05-08 15:10:16,CRM,BATCH_20260313_003,Revised
T400521,2025-04-01,E100669,P200089,522,"3,60,708.66",INR,E100415,Approved,2025-09-27 09:25:01,2025-07-03 12:37:52,CRM,BATCH_20260313_002,Carry forward
T400522,2026-03-01,E100382,P200028,800,"26,14,899.53",INR,E100394,Approved,2026-01-13 13:47:37,2025-02-18 06:17:14,SAP,BATCH_20260313_001,Carry forward
T400523,2025/03/01,E100577,P200049,705,"27,50,929.79",INR,E100050,Approved,2025-04-02 01:19:09,2025-05-17 03:18:09,SFA App,BATCH_20260313_002,Manual upload
T400524,2025-02-01,E100160,P200433,859,"2,76,800.99",INR,E100028,Approved,2025-04-06 14:57:25,2025-07-18 22:00:58,Legacy ERP,BATCH_20260313_003,Revised
T400525,2025-10-01,E100075,P200224,1490,"32,84,744.69",INR,E100391,Approved,2025-09-05 07:31:30,2026-01-08 15:58:50,CRM,BATCH_20260313_002,Revised
T400526,2025-08-01,E100266,P200173,1094,"15,95,680.65",INR,E100507,Approved,2025-11-30 03:08:48,2026-01-12 16:09:27,SAP,BATCH_20260313_001,Carry forward
T400527,2025-10-01,E100736,P200598,1768,"44,68,418.03",INR,E100679,Rejected,2026-01-05 16:04:37,2025-06-09 22:54:02,SFA App,BATCH_20260313_003,
T400528,2025-06-01,E100183,P200470,872,,INR,E100438,Approved,2025-02-05 04:20:50,2025-09-24 12:32:17,SAP,BATCH_20260313_001,Manual upload
T400529,2025-08-01,E100165,P200283,202,"8,57,391.29",INR,E100649,Pending,2025-10-24 17:47:26,2025-06-12 02:59:11,SAP,BATCH_20260313_002,Carry forward
T400530,2026-01-01,E100115,P200364,313,"7,19,986.82",INR,E100309,Approved,2025-07-06 00:07:26,2025-10-25 12:08:58,SAP,BATCH_20260313_003,Revised
T400531,2025-04-01,E100684,P200246,828,"5,25,556.91",INR,E100694,Approved,2025-02-15 15:34:37,2025-06-19 12:44:08,CRM,BATCH_20260313_002,Carry forward
T400532,2025-11-01,E100234,P200375,188,"1,50,222.31",INR,E100583,Approved,2025-02-21 22:35:22,2026-03-06 19:59:23,CRM,BATCH_20260313_002,
T400533,2025-01-01,E100350,P200041,618,"23,10,231.36",INR,E100155,Approved,2025-05-15 13:00:23,2025-10-12 16:02:37,Legacy ERP,BATCH_20260313_003,Revised
T400534,2025-04-01,E100661,P200268,1236,"35,93,619.20",INR,E100646,Approved,2025-01-23 04:23:52,2025-09-08 01:10:07,SAP,BATCH_20260313_002,Manual upload
T400535,2026-02-01,E100415,P200599,138,"1,09,065.28",INR,E100541,Pending,2024-12-18 08:39:32,2025-11-07 12:58:22,SFA App,BATCH_20260313_003,
T400536,2025-09-01,E100735,P200494,276,"11,86,708.40",INR,E100696,Approved,2025-10-24 06:24:51,2025-02-14 23:49:04,Legacy ERP,BATCH_20260313_001,Revised
T400537,2025-07-01,E100230,P200387,1610,"46,78,435.98",INR,E100481,Approved,2025-02-26 01:14:18,2025-11-26 04:27:29,Legacy ERP,BATCH_20260313_002,Manual upload
T400538,2025-02-01,E100448,P200067,1621,"24,87,545.80",INR,E100421,Pending,2025-09-02 12:19:42,2025-01-30 11:28:32,SFA App,BATCH_20260313_002,Manual upload
T400539,2025-08-01,E999999,P200078,1165,"9,04,613.00",INR,E100294,Approved,2025-06-30 07:01:28,2025-05-30 17:46:01,CRM,BATCH_20260313_002,Manual upload
T400540,2026/03/01,E100485,P200138,1066,"10,38,522.55",INR,E100602,Approved,2026-01-05 11:50:50,2026-02-17 04:06:30,Legacy ERP,BATCH_20260313_002,Manual upload
T400541,2025-10-01,E100324,P999999,1468,"36,60,804.34",INR,E100305,Pending,2026-01-06 07:44:35,2025-01-12 21:25:56,Legacy ERP,BATCH_20260313_001,Carry forward
T400542,2026-03-01,E100385,P200478,1228,"20,17,962.14",INR,E100469,Approved,2026-01-17 02:21:40,2025-08-06 22:28:36,SFA App,BATCH_20260313_003,Revised
T400543,2025-06-01,E100546,P200083,919,"4,14,168.31",INR,E100235,Pending,2025-12-06 15:55:25,2025-04-21 19:57:05,SFA App,BATCH_20260313_003,Carry forward
T400544,2025-04-01,E100621,P200512,1629,"60,50,140.76",INR,E100395,Approved,2026-02-08 13:18:54,2025-09-13 03:34:50,SAP,BATCH_20260313_003,Manual upload
T400545,01 May 2025,E100367,P200233,129,"3,41,564.00",INR,E100455,Approved,2026-01-04 11:07:05,2026-02-16 15:20:26,CRM,BATCH_20260313_002,Carry forward
T400546,2025-01-01,E100061,P200423,362,"2,17,611.30",INR,E100189,Approved,2025-06-01 19:26:59,2025-09-03 05:49:49,SFA App,BATCH_20260313_003,Revised
T400547,2026-01-01,E100222,P200180,1710,"14,80,160.03",INR,E100582,Approved,2025-07-23 05:19:12,2025-08-04 18:32:04,CRM,BATCH_20260313_001,
T400548,01/09/2025,E100444,P200485,1459,"40,83,721.81",INR,E100435,Approved,2025-09-23 09:46:45,2025-08-28 00:04:10,CRM,BATCH_20260313_003,Carry forward
T400549,2025-05-01,E100707,P200366,210,"8,32,187.92",INR,E100112,Approved,2024-11-01 13:40:44,2025-12-14 12:22:58,CRM,BATCH_20260313_003,Carry forward
T400550,2025-01-01,E100208,P200052,583,"8,91,292.57",INR,E100550,Pending,2025-04-21 19:11:09,2025-03-19 04:55:47,SAP,BATCH_20260313_001,Manual upload
T400551,2026-03-01,E100357,P200639,1029,"30,23,668.59",INR,E100658,Approved,2025-07-18 21:00:13,2025-05-27 04:00:45,SFA App,BATCH_20260313_003,Manual upload
T400552,2026-03-01,E100179,P200070,1073,"2,16,004.45",INR,E100487,Approved,2024-11-15 21:51:45,2025-12-10 17:07:51,SFA App,BATCH_20260313_003,Manual upload
T400553,2025-02-01,E100147,,938,"20,79,242.85",INR,E100523,Approved,2026-01-26 12:51:23,2025-11-06 19:34:00,SAP,BATCH_20260313_002,Manual upload
T400554,2026-02-01,E100369,P200559,1450,"7,68,238.85",INR,E100173,Approved,2025-01-18 01:34:24,2025-02-02 21:01:08,SAP,BATCH_20260313_001,
T400555,2025-01-01,E100731,P200373,1219,"50,90,165.48",INR,E100567,Approved,2025-03-31 16:35:04,2025-12-22 08:25:00,CRM,BATCH_20260313_002,Manual upload
T400556,2025-12-01,E100312,P200016,1009,"26,06,814.21",INR,E100294,Approved,2025-10-10 14:52:23,2025-07-12 13:54:24,SAP,BATCH_20260313_003,Manual upload
T400557,2025-04-01,E100193,P200090,398,"17,69,642.66",INR,E100011,Approved,2025-10-12 18:30:51,2025-07-16 02:02:48,CRM,BATCH_20260313_001,
T400558,2026/02/01,E100404,P200348,1698,"39,05,545.15",INR,E100491,Approved,2026-01-21 22:21:42,2025-02-08 23:07:39,CRM,BATCH_20260313_003,Revised
T400559,2025-10-01,E100700,P200064,87,"1,11,011.58",INR,E100485,Pending,2025-09-04 02:38:15,2025-01-06 08:08:49,SAP,BATCH_20260313_001,Carry forward
T400560,2026-01-01,E100603,P200063,766,"6,03,259.36",INR,E100406,Approved,2025-05-30 15:59:11,2025-04-06 08:06:10,SFA App,BATCH_20260313_002,
T400561,01 Feb 2026,E100721,P200255,1107,"16,16,356.04",INR,E100598,Rejected,2025-09-18 22:11:10,2025-04-03 08:37:11,Legacy ERP,BATCH_20260313_002,Carry forward
T400562,2025-07-01,E100029,P200410,225,"8,65,382.00",INR,E100055,Pending,2025-07-10 12:44:43,2025-05-23 17:24:04,CRM,BATCH_20260313_003,Revised
T400563,2025-12-01,E100359,P200346,1254,"7,58,917.79",INR,E100730,Approved,2025-03-24 11:24:47,2025-02-01 11:04:32,CRM,BATCH_20260313_001,
T400564,2025-02-01,E100569,P200424,,"73,31,650.44",INR,E100115,Approved,2025-02-23 16:45:19,2025-08-15 06:09:16,CRM,BATCH_20260313_001,Carry forward
T400565,2025-12-01,E100479,P200061,507,"10,05,969.13",INR,E100493,Approved,2025-11-08 05:50:56,2025-09-03 20:47:36,CRM,BATCH_20260313_003,
T400566,2025-12-01,E100721,P200269,931,"31,43,839.46",INR,E100075,Pending,2026-01-29 02:46:28,2025-03-15 02:41:14,SFA App,BATCH_20260313_001,Revised
T400567,01 Dec 2025,E100724,P200442,196,"3,47,406.05",INR,E100056,Approved,2025-11-10 09:05:02,2026-02-07 05:26:10,SAP,BATCH_20260313_001,Revised
T400568,2025-04-01,E100014,P200563,1758,"15,90,941.28",INR,E100314,Approved,2025-09-23 03:53:36,2025-05-02 17:51:53,Legacy ERP,BATCH_20260313_001,Carry forward
T400569,2025-11-01,E100256,P200093,190,"6,08,773.26",INR,E100239,Approved,2025-08-29 14:09:36,2025-10-04 16:30:52,CRM,BATCH_20260313_003,Manual upload
T400570,01-04-2025,E100476,P200075,1582,"4,12,142.88",INR,E100520,Pending,2025-11-15 18:00:00,2026-01-15 15:52:43,SFA App,BATCH_20260313_003,Manual upload
T400571,2025-12-01,E100291,P200162,993,"39,25,221.59",INR,E100380,Approved,2025-03-06 18:39:04,2025-04-07 16:20:54,Legacy ERP,BATCH_20260313_001,Revised
T400572,2025-11-01,E100127,P200472,1378,"17,00,864.64",INR,E100126,Approved,2025-05-03 08:17:10,2025-12-10 07:13:16,Legacy ERP,BATCH_20260313_001,Revised
T400573,2025-11-01,E100384,P200570,1086,,INR,E100541,Approved,2025-09-21 03:28:06,2025-01-01 16:42:28,Legacy ERP,BATCH_20260313_003,Carry forward
T400574,2025-06-01,E100252,P200083,1282,"48,34,689.83",INR,E100297,Approved,2025-05-23 22:00:35,2026-01-17 14:43:08,Legacy ERP,BATCH_20260313_002,Manual upload
T400575,2025-06-01,E100511,P200511,533,"22,71,214.52",INR,E100449,Approved,2025-05-08 06:08:17,2025-08-30 16:05:51,SAP,BATCH_20260313_001,
T400576,2025-02-01,E100440,P200155,1294,"30,78,865.02",INR,E100294,Approved,2025-11-29 06:05:26,2025-10-14 22:05:51,Legacy ERP,BATCH_20260313_003,
T400577,2025-10-01,E100400,P200295,285,"9,21,340.58",INR,E100352,Approved,2025-10-20 12:18:53,2025-10-22 05:15:47,SAP,BATCH_20260313_002,Manual upload
T400578,2025-01-01,E100068,P200632,284,"6,23,737.76",INR,E100303,Approved,2025-04-13 05:17:54,2025-07-29 14:07:38,CRM,BATCH_20260313_001,Manual upload
T400579,2026-01-01,E100736,P200667,657,"24,48,369.49",INR,E100545,Approved,2025-02-07 10:34:41,2025-10-16 17:13:10,Legacy ERP,BATCH_20260313_001,Carry forward
T400580,2026-03-01,E100687,P200617,1531,"57,07,363.83",INR,E100244,Approved,2024-12-06 22:59:26,2026-01-16 19:23:58,Legacy ERP,BATCH_20260313_001,Revised
T400581,2025-05-01,E100253,P200188,900,"23,27,363.95",INR,E100568,Approved,2025-02-08 21:59:31,2026-02-20 15:30:50,CRM,BATCH_20260313_001,Carry forward
T400582,2025-08-01,E100238,P200577,297,"6,82,807.07",INR,E100115,Approved,2025-11-06 19:27:20,2025-08-02 09:59:22,Legacy ERP,BATCH_20260313_003,Revised
T400583,2025-09-01,E100618,P200167,584,"94,460.74",INR,E100617,Approved,2025-11-15 11:44:17,2026-03-08 09:00:26,SFA App,BATCH_20260313_003,Carry forward
T400584,2025-04-01,E100155,P200349,380,"8,95,734.06",INR,E100570,Approved,2024-12-21 20:42:53,2025-10-04 15:11:07,CRM,BATCH_20260313_003,Revised
T400585,03/01/2026,E100434,P200018,386,"91,947.63",INR,E100352,Approved,2025-12-28 05:42:12,2025-10-02 13:42:07,SFA App,BATCH_20260313_003,
T400586,01-02-2026,E100080,P200559,929,"3,61,204.20",INR,E100445,Approved,2024-12-01 22:26:37,2025-06-20 17:02:50,Legacy ERP,BATCH_20260313_003,
T400587,2025-01-01,E100528,P200318,656,,INR,E100125,Approved,2025-07-29 09:37:29,2026-03-02 09:04:24,CRM,BATCH_20260313_001,Revised
T400588,2025-06-01,E100543,P200321,882,"34,12,592.60",INR,E100420,Pending,2026-01-29 21:00:52,2025-04-05 07:21:09,SAP,BATCH_20260313_002,Revised
T400589,2026-02-01,E100110,P200121,1193,,INR,E100722,Approved,2024-11-11 04:29:05,2025-11-09 00:22:57,SAP,BATCH_20260313_002,Manual upload
T400590,2025-07-01,E100645,P200589,1417,"4,34,539.12",INR,E100225,Approved,2025-03-11 14:36:47,2025-12-29 14:25:32,Legacy ERP,BATCH_20260313_003,Carry forward
T400591,2026-01-01,E100205,P200268,1367,"24,38,588.88",INR,E100630,Approved,2025-05-26 06:55:54,2025-09-02 06:15:14,SAP,BATCH_20260313_001,Revised
T400592,2025-05-01,E100434,P200008,984,"5,09,709.52",INR,E100294,Rejected,2025-01-30 11:15:47,2025-11-27 01:07:58,CRM,BATCH_20260313_003,
T400593,2025/01/01,E100612,P200296,1590,"1,54,582.97",INR,E100684,Approved,2024-12-23 17:31:46,2025-12-03 09:06:19,SFA App,BATCH_20260313_002,Manual upload
T400594,04/01/2025,E100430,P200667,972,"2,68,631.25",INR,E100680,Approved,2025-11-27 14:45:23,2025-02-11 08:15:23,CRM,BATCH_20260313_002,Carry forward
T400595,2025-12-01,E100272,P200439,388,"2,47,161.28",INR,E100417,Approved,2024-11-29 19:31:19,2026-02-05 18:00:36,SAP,BATCH_20260313_003,Revised
T400596,2025-10-01,E100392,P200111,513,"8,87,986.79",INR,E100382,Approved,2026-02-14 09:03:03,2025-06-09 16:38:51,SFA App,BATCH_20260313_002,Manual upload
T400597,2025-05-01,E100008,P200566,841,"21,60,745.38",INR,E100389,Approved,2026-02-07 18:52:29,2025-08-25 11:23:27,SAP,BATCH_20260313_001,Revised
T400598,2025-01-01,E100301,P200018,217,,INR,E100303,Approved,2024-12-16 11:01:30,2025-08-09 05:37:45,Legacy ERP,BATCH_20260313_001,
T400599,2025-12-01,E100102,P200152,273,"5,75,712.34",INR,E100264,Approved,2024-11-13 16:59:08,2025-06-02 02:43:38,Legacy ERP,BATCH_20260313_002,Manual upload
T400600,2025-08-01,E100749,P200525,482,"6,53,857.16",INR,E100215,Approved,2025-10-26 14:14:20,2025-09-10 03:40:13,SFA App,BATCH_20260313_003,
T400601,2025-08-01,E100517,P200456,570,"15,01,504.56",INR,E100704,Approved,2026-02-20 05:20:34,2025-06-13 07:51:20,Legacy ERP,BATCH_20260313_003,Carry forward
T400602,2025-05-01,E100124,P200323,265,"11,56,688.60",INR,E100564,Approved,2026-01-30 09:15:00,2025-10-04 16:18:35,SFA App,BATCH_20260313_003,
T400603,2025-11-01,E100439,P200270,293,"12,25,866.09",INR,E100711,Approved,2026-01-18 21:24:37,2025-04-09 07:49:31,Legacy ERP,BATCH_20260313_003,Manual upload
T400604,2025-02-01,E100591,P200050,718,,INR,E100441,Approved,2025-04-23 16:18:21,2025-05-20 11:00:40,Legacy ERP,BATCH_20260313_003,Revised
T400605,2025-06-01,E100622,P200399,539,"11,92,960.12",INR,E100747,Approved,2024-12-02 19:35:22,2025-07-22 17:15:58,Legacy ERP,BATCH_20260313_001,Carry forward
T400606,01/04/2025,E100102,P200539,616,"8,87,807.81",INR,E100506,Approved,2025-01-03 08:11:56,2025-10-29 10:01:15,CRM,BATCH_20260313_002,Revised
T400607,2025-04-01,E100392,P200557,662,"1,56,845.69",INR,E100308,Approved,2025-07-25 01:40:40,2026-03-03 20:18:24,SAP,BATCH_20260313_002,Carry forward
T400608,2025-11-01,E100195,P200314,1237,"12,63,308.85",INR,E100205,Approved,2025-01-03 13:24:55,2025-01-28 11:47:20,SFA App,BATCH_20260313_002,Revised
T400609,2025-01-01,E100743,P200589,584,"9,72,858.64",INR,E100230,Approved,2025-09-04 20:50:13,2025-02-07 22:09:43,SAP,BATCH_20260313_003,
T400610,2025/02/01,E100572,P200128,1446,"62,78,333.25",INR,E100749,Rejected,2026-02-12 17:01:56,2025-01-18 14:47:31,SAP,BATCH_20260313_003,Manual upload
T400611,2026-03-01,E100569,P200464,72,"2,26,485.90",INR,E100681,Approved,2026-02-20 06:52:12,2025-02-15 13:20:02,CRM,BATCH_20260313_001,
T400612,2025-08-01,E100684,P200185,337,"12,01,447.52",INR,E100278,Approved,2025-04-06 06:38:14,2025-05-24 12:39:33,Legacy ERP,BATCH_20260313_002,Revised
T400613,2025-04-01,E100531,P200289,1263,"18,68,219.21",INR,E100743,Approved,2024-12-17 10:49:14,2025-12-08 11:33:18,SFA App,BATCH_20260313_001,
T400614,2025-03-01,E100037,P200210,1770,"18,99,032.82",INR,E100391,Approved,2026-02-07 12:03:54,2025-02-26 15:14:32,Legacy ERP,BATCH_20260313_002,Carry forward
T400615,2025-01-01,E100375,P200363,757,"3,78,951.41",INR,E100481,Pending,2026-02-17 12:59:55,2025-02-16 09:10:24,SFA App,BATCH_20260313_001,Carry forward
T400616,2025-07-01,E100316,P200233,1062,"23,26,253.12",INR,E100720,Approved,2024-11-09 16:02:03,2025-11-20 05:41:55,SFA App,BATCH_20260313_002,
T400617,2025-11-01,E100210,P200330,1256,"27,46,140.32",INR,E100417,Approved,2025-05-10 04:31:21,2026-01-17 06:05:28,SFA App,BATCH_20260313_003,
T400618,2026-01-01,E100007,P200372,522,"10,61,075.66",INR,E100216,Approved,2025-03-12 06:54:19,2025-10-07 17:38:04,SAP,BATCH_20260313_001,
T400619,2025-05-01,E100026,P200173,412,"73,358.00",INR,E100387,Approved,2025-05-19 12:56:08,2025-07-11 21:37:23,SFA App,BATCH_20260313_003,Manual upload
T400620,2025-02-01,E100305,P200306,248,"1,61,607.56",INR,E100499,Rejected,2025-01-29 15:16:49,2025-11-20 04:04:45,Legacy ERP,BATCH_20260313_001,Carry forward
T400621,2025-12-01,E100488,P200571,1203,"46,12,001.71",INR,E100451,Approved,2025-06-02 16:18:48,2025-10-29 21:54:32,SAP,BATCH_20260313_003,Revised
T400622,2025/12/01,E100396,P999999,1137,"35,47,791.53",INR,E100665,Pending,2025-04-26 00:37:29,2025-05-03 06:12:57,SAP,BATCH_20260313_003,Manual upload
T400623,2026-02-01,E100049,P200228,1102,"8,74,873.16",INR,E100371,Approved,2025-07-13 01:18:39,2025-08-17 20:42:14,Legacy ERP,BATCH_20260313_002,Carry forward
T400624,2026-01-01,E100402,P200215,1399,"19,33,275.96",INR,E100349,Approved,2025-03-08 03:05:00,2025-02-06 11:08:53,CRM,BATCH_20260313_003,
T400625,2025-02-01,E100645,P200544,769,"30,63,548.86",INR,E100169,Approved,2025-12-14 23:35:33,2025-07-30 12:02:32,CRM,BATCH_20260313_001,Revised
T400626,2025-02-01,E100245,P200381,196,"2,29,140.61",INR,E100742,Approved,2025-10-16 09:23:28,2025-01-10 06:05:30,SFA App,BATCH_20260313_003,
T400627,01/01/2026,E100059,P200089,1388,"14,27,557.73",INR,E100060,Approved,2025-03-30 02:17:11,2025-04-25 14:22:28,Legacy ERP,BATCH_20260313_003,Carry forward
T400628,2026-02-01,E100701,P200281,1603,"27,78,829.47",INR,E100240,Approved,2025-02-08 00:04:26,2025-06-23 22:16:53,SFA App,BATCH_20260313_002,Carry forward
T400629,2025-02-01,E100463,P200544,1758,"30,27,826.44",INR,E100364,Approved,2025-10-11 02:50:28,2025-03-16 17:24:16,CRM,BATCH_20260313_001,Revised
T400630,01/03/2026,E100448,P200055,282,"6,21,062.51",INR,E100179,Approved,2025-01-04 19:50:44,2026-02-14 09:21:12,SAP,BATCH_20260313_003,Manual upload
T400631,2025-02-01,E100728,P200325,837,"11,10,411.44",INR,E100016,Approved,2025-03-18 00:01:33,2025-06-16 23:14:33,SAP,BATCH_20260313_003,Carry forward
T400632,2026-01-01,E100165,P200020,1004,"34,57,095.24",INR,E100039,Pending,2025-09-12 14:37:34,2026-02-11 18:27:21,SAP,BATCH_20260313_001,
T400633,2026-03-01,E100109,P200570,1073,"1,90,353.75",INR,E100080,Approved,2026-02-09 08:44:37,2025-12-15 03:27:54,SFA App,BATCH_20260313_001,Manual upload
T400634,2025-08-01,E100331,P200444,150,"4,59,865.00",INR,E100563,Approved,2024-12-31 23:27:35,2025-04-02 00:12:35,Legacy ERP,BATCH_20260313_001,Carry forward
