product_id,product_code,product_name,generic_name,division,therapeutic_area,dosage_form,strength,pack_size,mrp,launch_date,manufacturing_site,is_cold_chain,tax_percent,status,created_at,updated_at,source_system,batch_id,ad_hoc_attribute
P200327,PRD5327,CardioZen DS,Atorvastatin,Cardio,Cardiology,Inhaler,5 mg,10 ml,"5,476.73",2020-12-13,Pune,N,5,Active,2025-07-27 06:22:26,2025-05-25 00:29:33,CRM,BATCH_20260313_003,
P200328,PRD5328,PulmoAir OD,Clobetasol,Respiratory,Pulmonology,Tablet,5 mg,5 vials,"3,444.19",2023-07-17,Goa,Y,12,Active,2023-06-12 08:24:30,2025-05-15 18:02:27,SFA App,BATCH_20260313_003,Imported
P200329,PRD5329,GastroEase Plus,Azithromycin,Gastro,Gastroenterology,Tablet,50 mg,1x30,"3,028.88",2022-08-03,Pune,N,12,Active,2024-09-13 07:59:48,2025-02-15 16:03:58,SFA App,BATCH_20260313_001,Imported
P200330,PRD5330,OncoRelief Plus,Clobetasol,Oncology,Oncology,Injection,5 mg,100 ml,"7,800.83",2013-01-08,Ahmedabad,N,12,Active,2023-02-07 21:12:06,2025-07-13 15:44:35,SFA App,BATCH_20260313_001,Imported
P200331,PRD5331,OncoRelief Plus,Azithromycin,Oncology,Oncology,Inhaler,500 mg,10 ml,"8,399.98",29 Apr 2018,Baddi,Y,12,Under Review,2024-08-17 10:20:01,2025-12-03 01:21:18,SAP,BATCH_20260313_003,
P200332,PRD5332,PulmoAir OD,Budesonide,Respiratory,Pulmonology,Ointment,100 mg,5 vials,"1,369.70",2019-01-02,Ahmedabad,Y,5,Active,2024-07-31 07:33:14,2026-01-31 21:03:01,SAP,BATCH_20260313_003,
P200333,PRD5333,NeuroCalm DS,Budesonide,Neuro,Neurology,Tablet,10 mg,1x30,"9,591.72",2023-10-18,Ahmedabad,N,12,Under Review,2025-04-26 12:09:32,2025-11-14 15:44:12,Legacy ERP,BATCH_20260313_001,Imported
P200334,PRD5334,GastroEase Forte,Clobetasol,Gastro,Gastroenterology,Inhaler,10 mg,1x15,85.96,2013-06-25,Hyderabad,Y,12,Active,2025-02-21 23:29:28,2026-03-13 03:11:23,SAP,BATCH_20260313_003,Promo Pack
P200335,PRD5335,CardioZen Plus,Pembrolizumab,Cardio,Cardiology,Suspension,500 mg,1x30,"8,698.52",2021-08-02,Ahmedabad,N,12,Active,2023-08-24 05:13:37,2025-03-07 15:33:35,Legacy ERP,BATCH_20260313_002,Special Tender
P200336,PRD5336,CardioZen OD,Clobetasol,Cardio,Cardiology,Capsule,100 mg,60 ml,"6,040.75",2014-05-06,Pune,N,12,Active,2023-10-24 05:51:16,2025-12-22 17:09:16,SFA App,BATCH_20260313_001,
P200337,PRD5337, PulmoAir DS  ,Atorvastatin,Respiratory,Pulmonology,Capsule,500 mg,10 ml,"8,257.65",2020-05-12,Goa,Y,18,Active,2025-02-18 20:37:51,2025-03-04 08:50:07,CRM,BATCH_20260313_003,Imported
P200338,PRD5338,GastroEase Plus,Metformin,Gastro,Gastroenterology,Suspension,5 mg,10 ml,"8,215.63",2010-07-20,Goa,Y,18,Active,2025-02-13 21:43:38,2025-03-15 09:46:31,SFA App,BATCH_20260313_003,Imported
P200339,PRD5339,PulmoAir Plus,Gabapentin,Respiratory,Pulmonology,Tablet,20 mg,1x10,729.00,2014/12/11,Vizag,Y,12,Active,2024-12-01 02:44:45,2025-04-29 05:20:40,SAP,BATCH_20260313_002,Imported
P200340,PRD5340,CardioZen OD,Pantoprazole,Cardio,Cardiology,Tablet,20 mg,1x30,"2,740.30",12/11/2010,Ahmedabad,Y,12,Active,2025-10-27 14:33:13,2025-02-05 00:12:06,Legacy ERP,BATCH_20260313_002,Special Tender
P200341,PRD5341,NeuroCalm DS,Azithromycin,Neuro,Neurology,Ointment,20 mg,10 ml,580.87,2013-06-03,Baddi,Y,5,Discontinued,2025-07-10 08:16:39,2025-11-18 18:39:58,SFA App,BATCH_20260313_001,Imported
P200342,PRD5342,PulmoAir Plus,Gabapentin,Respiratory,Pulmonology,Tablet,10 mg,60 ml,"6,222.87",2025-11-18,Baddi,Y,12,Active,2023-12-10 13:48:51,2025-08-19 11:14:04,SAP,BATCH_20260313_002,Special Tender
P200343,PRD5343,GastroEase,Pantoprazole,Gastro,Gastroenterology,Inhaler,10 mg,1x10,"4,035.67",10/24/2010,Hyderabad,N,5,Active,2024-08-14 00:03:17,2025-08-14 09:33:25,SFA App,BATCH_20260313_003,Promo Pack
P200344,PRD5344,GastroEase,Gabapentin,Gastro,Gastroenterology,Ointment,500 mg,100 ml,724.84,05 Feb 2023,Hyderabad,N,5,Active,2023-04-20 14:51:29,2025-01-03 02:28:31,CRM,BATCH_20260313_003,Special Tender
P200345,PRD5345,DermaSoft MR,Atorvastatin,Dermatology,Dermatology,Injection,100 mg,1x30,"1,129.90",2014-06-05,Ahmedabad,Y,18,Active,2025-05-16 01:02:17,2025-11-12 00:10:59,SAP,BATCH_20260313_002,Promo Pack
P200346,PRD5346,NeuroCalm Forte,Pantoprazole,Neuro,Neurology,Injection,5 mg,5 vials,"2,323.31",2017-06-30,Goa,N,18,Active,2025-04-13 22:59:21,2025-07-11 05:14:36,SAP,BATCH_20260313_002,
P200347,PRD5347,PulmoAir Forte,Atorvastatin,Respiratory,Pulmonology,Syrup,250 mg,1x15,"7,859.26",2015-06-21,Ahmedabad,N,12,Active,2025-03-01 22:07:47,2025-11-11 15:41:53,SFA App,BATCH_20260313_001,
P200348,PRD5348,InfecCure Forte,Pembrolizumab,Anti-Infective,Infectious Disease,Syrup,10 mg,60 ml,"7,081.63",13-13-2024,Vizag,N,18,Active,2024-11-05 21:15:53,2025-11-15 04:55:30,SFA App,BATCH_20260313_003,Special Tender
P200349,PRD5349,GlucoFree Plus,Budesonide,Diabetes,Endocrinology,Suspension,20 mg,100 ml,"7,546.87",2015-06-01,Ahmedabad,N,5,Active,2025-01-18 11:35:41,2025-02-21 15:55:14,Legacy ERP,BATCH_20260313_002,Imported
P200350,PRD5350,OncoRelief Plus,Atorvastatin,Oncology,Oncology,Injection,5 mg,100 ml,"5,804.93",2018-09-19,Pune,N,12,Active,2024-03-03 18:34:44,2025-11-02 14:00:06,Legacy ERP,BATCH_20260313_003,Promo Pack
P200351,PRD5351,DermaSoft DS,Gabapentin,Dermatology,Dermatology,Inhaler,50 mg,1x10,"6,865.46",2023-06-11,Vizag,N,12,Under Review,2023-11-06 11:20:08,2025-11-06 20:03:21,SAP,BATCH_20260313_003,Legacy SKU
P200352,PRD5352,GastroEase Plus,Metformin,Gastro,Gastroenterology,Inhaler,5 mg,1x10,588.03,2024-12-15,Ahmedabad,Y,12,Active,2025-07-30 06:35:16,2026-02-08 08:49:47,SAP,BATCH_20260313_001,
P200353,PRD5353,PulmoAir,Budesonide,Respiratory,Pulmonology,Ointment,5 mg,1x10,"6,575.22",2022-06-22,Goa,Y,18,Active,2025-04-09 15:08:12,2025-12-12 06:04:03,Legacy ERP,BATCH_20260313_003,Promo Pack
P200354,PRD5354,GlucoFree OD,Pantoprazole,Diabetes,Endocrinology,Suspension,50 mg,100 ml,"3,602.26",2024-02-02,Ahmedabad,Y,18,Active,2023-05-28 16:35:08,2025-03-13 00:26:13,SAP,BATCH_20260313_003,Special Tender
P200355,PRD5355,NeuroCalm OD,Budesonide,Neuro,Neurology,Suspension,5 mg,,"1,903.86",2011-06-02,Baddi,N,18,Active,2025-11-03 06:20:58,2025-11-17 19:37:04,SFA App,BATCH_20260313_002,Special Tender
P200356,PRD5356,NeuroCalm DS,Metformin,Neuro,Neurology,Inhaler,5 mg,5 vials,"2,281.68",04/22/2013,Hyderabad,Y,18,Active,2025-07-19 03:11:24,2025-11-05 07:29:37,Legacy ERP,BATCH_20260313_003,Imported
P200357,PRD5357,DermaSoft DS,Pantoprazole,Dermatology,Dermatology,Suspension,500 mg,5 vials,"2,999.10",2014-03-08,Hyderabad,N,18,Active,2025-06-09 16:07:55,2025-03-01 02:19:50,CRM,BATCH_20260313_001,
P200358,PRD5358,GastroEase MR,Clobetasol,Gastro,Gastroenterology,Ointment,20 mg,1x10,880.12,2025-11-14,Vizag,N,18,Active,2023-04-25 20:58:24,2025-12-24 05:49:30,SFA App,BATCH_20260313_003,
P200359,PRD5359,OncoRelief Plus,Gabapentin,Oncology,Oncology,Injection,20 mg,60 ml,"4,633.37",07-06-2025,Vizag,N,12,Active,2024-03-19 04:12:20,2025-09-18 09:04:34,SAP,BATCH_20260313_001,Imported
P200360,PRD5360,DermaSoft MR,Azithromycin,Dermatology,Dermatology,Injection,20 mg,100 ml,"7,119.15",2023-03-22,Goa,Y,18,Active,2025-09-28 18:20:48,2025-06-27 02:36:41,CRM,BATCH_20260313_002,Special Tender
P200361,PRD5361,NeuroCalm Plus,Budesonide,Neuro,Neurology,Injection,250 mg,1x10,"4,516.57",2011-06-12,Goa,N,5,Under Review,2025-03-15 20:29:55,2025-08-09 03:06:10,Legacy ERP,BATCH_20260313_003,Promo Pack
P200362,PRD5362,OncoRelief Plus,Clobetasol,Oncology,Oncology,Injection,10 mg,1x15,359.48,2010-04-29,Vizag,Y,18,Under Review,2024-06-01 20:35:08,2025-09-19 14:14:58,CRM,BATCH_20260313_001,
P200363,PRD5363,InfecCure MR,Pembrolizumab,Anti-Infective,Infectious Disease,Inhaler,250 mg,100 ml,"7,068.02",2021-10-08,Pune,N,5,Active,2025-08-24 04:00:04,2025-11-12 14:54:01,Legacy ERP,BATCH_20260313_001,Imported
P200364,PRD5364,InfecCure,Pembrolizumab,Anti-Infective,Infectious Disease,Injection,20 mg,5 vials,"4,259.99",2011-07-23,Vizag,N,12,Active,2024-11-01 11:21:05,2025-12-17 22:01:01,Legacy ERP,BATCH_20260313_001,
P200365,PRD5365,GlucoFree,Pembrolizumab,Diabetes,Endocrinology,Capsule,100 mg,1x30,"1,740.46",2022-01-23,Baddi,Y,12,Active,2025-07-14 04:08:15,2025-06-14 01:09:47,CRM,BATCH_20260313_001,Legacy SKU
P200366,PRD5366,NeuroCalm,Azithromycin,Neuro,Neurology,Syrup,250 mg,1x15,"5,676.16",2016-02-28,Goa,Y,18,Active,2023-08-18 13:45:25,2025-04-24 03:27:53,SFA App,BATCH_20260313_003,Special Tender
P200367,PRD5367,InfecCure Forte,Atorvastatin,Anti-Infective,Infectious Disease,Syrup,250 mg,100 ml,"8,966.39",2010-03-17,Ahmedabad,Y,12,Active,2025-08-08 00:01:43,2025-10-07 09:18:50,Legacy ERP,BATCH_20260313_003,
P200368,PRD5368,GlucoFree,Gabapentin,Diabetes,Endocrinology,Capsule,20 mg,100 ml,"4,093.23",2012-02-18,Goa,Y,18,Active,2023-07-16 03:22:00,2025-06-12 00:41:39,SFA App,BATCH_20260313_003,Imported
P200369,PRD5369,GastroEase,Pembrolizumab,Gastro,Gastroenterology,Inhaler,5 mg,100 ml,"1,611.81",2014-05-18,Hyderabad,Y,18,Active,2023-04-09 10:32:53,2025-10-08 06:29:41,SFA App,BATCH_20260313_003,Promo Pack
P200370,PRD5370,PulmoAir,Gabapentin,Respiratory,Pulmonology,Injection,20 mg,1x30,"1,754.57",2011-04-15,Vizag,Y,18,Active,2023-08-07 02:07:58,2025-06-18 05:52:20,Legacy ERP,BATCH_20260313_003,Special Tender
P200371,PRD5371,OncoRelief,Pembrolizumab,Oncology,Oncology,Injection,50 mg,10 ml,853.48,2022-03-09,Goa,Y,5,Active,2025-01-04 17:57:51,2025-09-17 00:45:48,SFA App,BATCH_20260313_001,Imported
P200372,PRD5372,GastroEase Forte,Budesonide,Gastro,Gastroenterology,Syrup,5 mg,5 vials,"3,265.71",2012-12-11,Pune,N,18,Discontinued,2023-04-03 10:47:50,2025-06-30 18:26:28,Legacy ERP,BATCH_20260313_002,Special Tender
P200373,PRD5373,GlucoFree DS,Budesonide,Diabetes,Endocrinology,Tablet,5 mg,100 ml,"7,483.04",2020-01-28,Hyderabad,N,12,Active,2023-08-02 02:24:00,2025-10-09 18:57:54,Legacy ERP,BATCH_20260313_003,Imported
P200374,PRD5374,InfecCure Plus,Pembrolizumab,Anti-Infective,Infectious Disease,Capsule,5 mg,5 vials,"2,056.06",2017-10-26,Goa,N,5,Active,2025-11-18 06:17:29,2025-08-10 21:47:04,CRM,BATCH_20260313_003,Imported
P200375,PRD5375,PulmoAir OD,Metformin,Respiratory,Pulmonology,Inhaler,5 mg,100 ml,"2,461.12",2016-04-19,Goa,N,18,Discontinued,2023-09-17 14:06:40,2025-06-18 22:25:59,SAP,BATCH_20260313_001,Legacy SKU
P200376,PRD5376,InfecCure MR,Pembrolizumab,Anti-Infective,Infectious Disease,Ointment,250 mg,60 ml,"6,346.76",2025-03-05,Goa,N,18,Active,2024-06-12 07:36:29,2025-07-22 22:15:03,SAP,BATCH_20260313_003,
P200377,PRD5377,InfecCure MR,Gabapentin,Anti-Infective,Infectious Disease,Suspension,10 mg,10 ml,"4,580.35",2016-05-20,Vizag,N,12,Active,2023-03-30 14:25:37,2026-03-01 05:47:27,CRM,BATCH_20260313_002,Promo Pack
P200378,PRD5378,NeuroCalm Forte,Metformin,Neuro,Neurology,Inhaler,250 mg,1x15,"9,229.17",2020-02-20,Hyderabad,N,18,Active,2025-11-21 06:58:39,2025-09-22 10:40:40,SAP,BATCH_20260313_002,Imported
P200379,PRD5379,GastroEase Forte,Budesonide,Gastro,Gastroenterology,Inhaler,20 mg,60 ml,"4,130.15",2020-02-08,Goa,Y,12,Active,2024-09-25 06:19:43,2025-01-20 15:53:44,CRM,BATCH_20260313_001,Special Tender
P200380,PRD5380,GlucoFree OD,Metformin,Diabetes,Endocrinology,Inhaler,500 mg,100 ml,"1,940.36",2020-06-11,Vizag,Y,12,Active,2024-03-22 12:37:10,2025-03-18 06:12:45,Legacy ERP,BATCH_20260313_002,
P200381,PRD5381,PulmoAir MR,Pembrolizumab,Respiratory,Pulmonology,Ointment,10 mg,10 ml,"7,553.94",2023-03-09,Hyderabad,Y,5,Discontinued,2025-03-15 10:12:10,2025-08-23 07:20:44,Legacy ERP,BATCH_20260313_001,Promo Pack
P200382,PRD5382,infeccure mr,Pembrolizumab,Anti-Infective,Infectious Disease,Capsule,10 mg,1x30,"4,822.97",2025-06-23,Goa,N,5,Active,2025-01-01 10:23:22,2025-12-22 14:02:58,CRM,BATCH_20260313_001,
P200383,PRD5383,GastroEase Forte,Gabapentin,Gastro,Gastroenterology,Syrup,5 mg,10 ml,"7,820.04",2011-08-27,Ahmedabad,N,5,Active,2023-08-09 17:36:15,2025-12-06 19:05:40,CRM,BATCH_20260313_002,
P200384,PRD5384,GastroEase OD,Pembrolizumab,Gastro,Gastroenterology,Capsule,20 mg,1x10,"8,931.78",2019-02-02,Hyderabad,Y,12,Active,2024-08-03 13:35:44,2025-06-30 07:42:00,Legacy ERP,BATCH_20260313_002,Promo Pack
P200385,PRD5385,DERMASoft mr,Budesonide,Dermatology,Dermatology,Inhaler,500 mg,1x30,109.88,2017-06-20,Goa,N,5,Active,2023-10-08 15:26:54,2025-04-09 18:46:38,SAP,BATCH_20260313_002,Special Tender
P200386,PRD5386,CardioZen DS,Budesonide,Cardio,Cardiology,Injection,5 mg,60 ml,"7,113.16",2025-07-28,Hyderabad,N,18,Active,2024-01-12 04:03:36,2025-08-16 11:21:43,SAP,BATCH_20260313_002,
P200387,PRD5387,InfecCure Plus,Azithromycin,Anti-Infective,Infectious Disease,Tablet,500 mg,60 ml,703.26,2019-09-07,Baddi,Y,5,Active,2024-03-03 08:19:39,2025-01-17 14:27:38,SFA App,BATCH_20260313_001,
P200388,PRD5388,GastroEase Plus,Budesonide,Gastro,Gastroenterology,Suspension,10 mg,100 ml,"2,312.02",2022-05-13,Baddi,Y,18,Discontinued,2023-10-28 03:00:54,2025-06-22 07:01:30,SAP,BATCH_20260313_001,Legacy SKU
P200389,PRD5389,GastroEase Plus,Pembrolizumab,Gastro,Gastroenterology,Ointment,5 mg,5 vials,"4,587.67",2022-07-18,Hyderabad,N,5,Active,2024-10-25 15:47:34,2025-10-02 14:50:10,CRM,BATCH_20260313_001,Special Tender
P200390,PRD5390,PulmoAir,Atorvastatin,Respiratory,Pulmonology,Tablet,10 mg,1x15,"1,686.47",2024-10-22,Goa,Y,12,Active,2025-05-08 11:32:37,2025-06-15 04:47:56,Legacy ERP,BATCH_20260313_002,Special Tender
P200391,PRD5391,CardioZen OD,Pantoprazole,Cardio,Cardiology,Suspension,500 mg,60 ml,"4,358.81",2025-07-14,Pune,N,5,Active,2024-03-21 14:35:29,2025-12-22 08:30:31,Legacy ERP,BATCH_20260313_001,Special Tender
P200392,PRD5392,CardioZen,Clobetasol,Cardio,Cardiology,Injection,500 mg,100 ml,"7,648.15",05/08/2023,Baddi,Y,18,Active,2025-07-18 04:34:19,2025-03-21 12:33:03,CRM,BATCH_20260313_003,Legacy SKU
P200393,PRD5393,GastroEase Plus,Pantoprazole,Gastro,Gastroenterology,Syrup,250 mg,100 ml,308.22,2025-11-13,Ahmedabad,Y,18,Active,2025-05-18 01:21:24,2026-01-09 22:25:34,SAP,BATCH_20260313_001,
P200394,PRD5394,GastroEase OD,Metformin,Gastro,Gastroenterology,Capsule,50 mg,1x30,"5,179.85",2022-12-12,Hyderabad,N,5,Active,2025-01-09 07:23:43,2025-12-18 08:05:53,SFA App,BATCH_20260313_001,
P200395,PRD5395,GlucoFree,Azithromycin,Diabetes,Endocrinology,Tablet,100 mg,60 ml,"1,206.89",2015/11/14,Vizag,N,12,Discontinued,2023-07-30 11:10:02,2025-09-03 14:41:06,SAP,BATCH_20260313_002,Promo Pack
P200396,PRD5396,CardioZen DS,Clobetasol,Cardio,Cardiology,Inhaler,20 mg,1x15,"3,764.11",2019-07-11,Vizag,N,12,Active,2023-04-20 10:04:05,2025-01-18 18:59:00,SAP,BATCH_20260313_003,Special Tender
P200397,PRD5397,CardioZen OD,Atorvastatin,Cardio,Cardiology,Inhaler,500 mg,1x10,"3,694.66",15 Jun 2022,Pune,N,5,Active,2024-04-15 22:43:39,2025-03-31 01:05:00,CRM,BATCH_20260313_003,Special Tender
P200398,PRD5398,DermaSoft MR,Azithromycin,Dermatology,Dermatology,Inhaler,100 mg,5 vials,"6,551.71",2020-08-13,Vizag,Y,18,Active,2025-07-13 23:19:16,2026-03-02 05:22:09,SFA App,BATCH_20260313_003,Imported
P200399,PRD5399,NeuroCalm DS,Pantoprazole,Neuro,Neurology,Syrup,250 mg,100 ml,"7,678.78",2011-04-06,Pune,Y,18,Discontinued,2023-07-10 06:15:29,2026-02-04 19:49:14,SFA App,BATCH_20260313_002,Special Tender
P200400,PRD5400,InfecCure Plus,Atorvastatin,Anti-Infective,Infectious Disease,Suspension,50 mg,60 ml,"3,413.07",2025-03-01,Ahmedabad,N,18,Active,2025-01-13 16:19:39,2026-01-06 12:33:32,SAP,BATCH_20260313_002,Promo Pack
P200401,PRD5401,CardioZen DS,Pembrolizumab,Cardio,Cardiology,Syrup,100 mg,1x10,"6,652.01",2017-07-27,Pune,N,5,Active,2025-06-13 06:11:16,2025-07-11 07:20:09,SFA App,BATCH_20260313_003,Imported
P200402,PRD5402,GlucoFree Plus,Clobetasol,Diabetes,Endocrinology,Suspension,5 mg,1x10,739.39,2025-07-05,Ahmedabad,N,18,Active,2024-10-20 19:14:52,2025-03-26 02:15:22,SFA App,BATCH_20260313_001,Imported
P200403,PRD5403,PulmoAir,Budesonide,Respiratory,Pulmonology,Inhaler,5 mg,5 vials,"9,232.23",2020-03-07,Baddi,Y,5,Active,2025-05-07 08:09:22,2025-11-12 15:42:59,CRM,BATCH_20260313_001,Promo Pack
P200404,PRD5404,DermaSoft DS,Azithromycin,Dermatology,Dermatology,Suspension,20 mg,60 ml,"1,044.86",2022-11-19,Baddi,N,12,Under Review,2024-06-07 19:46:34,2025-05-24 14:19:24,SAP,BATCH_20260313_002,Legacy SKU
P200405,PRD5405,PulmoAir OD,Azithromycin,Respiratory,Pulmonology,Suspension,50 mg,1x10,835.32,2022-04-14,Ahmedabad,Y,12,Active,2023-04-08 08:22:51,2025-03-15 19:53:57,CRM,BATCH_20260313_002,Special Tender
P200406,PRD5406,GastroEase MR,Azithromycin,Gastro,Gastroenterology,Injection,100 mg,60 ml,"2,778.44",2024-07-23,Ahmedabad,N,5,Active,2023-01-09 03:58:39,2025-03-11 23:59:37,CRM,BATCH_20260313_002,
P200407,PRD5407,DermaSoft DS,Metformin,Dermatology,Dermatology,Inhaler,100 mg,10 ml,"2,507.70",2025-08-06,Goa,Y,5,Active,2024-07-24 16:18:50,2025-05-31 15:38:15,SFA App,BATCH_20260313_003,Promo Pack
P200408,PRD5408,GastroEase Forte,Pantoprazole,Gastro,Gastroenterology,Capsule,5 mg,1x10,"6,920.57",2019-03-10,Baddi,N,5,Active,2024-11-17 19:16:33,2025-01-16 10:14:06,SFA App,BATCH_20260313_001,Legacy SKU
P200409,PRD5409,OncoRelief Forte,Budesonide,Oncology,Oncology,Suspension,50 mg,100 ml,"6,665.21",2015-05-31,Vizag,N,5,Active,2023-11-28 09:19:29,2025-06-30 13:12:55,SAP,BATCH_20260313_001,Legacy SKU
P200410,PRD5410,GlucoFree,Pembrolizumab,Diabetes,Endocrinology,Ointment,10 mg,60 ml,"5,335.64",2010-04-28,Ahmedabad,N,5,Active,2024-09-03 11:39:55,2025-09-19 10:32:25,SFA App,BATCH_20260313_001,Promo Pack
P200411,PRD5411,GastroEase Forte,Atorvastatin,Gastro,Gastroenterology,Capsule,20 mg,100 ml,"5,447.31",2011-10-17,Pune,Y,5,Discontinued,2025-12-07 22:34:24,2025-08-10 18:02:58,Legacy ERP,BATCH_20260313_003,Promo Pack
P200412,PRD5412,GastroEase MR,Pembrolizumab,Gastro,Gastroenterology,Ointment,100 mg,100 ml,"1,577.71",2021-10-18,Goa,N,12,Discontinued,2024-11-03 04:02:15,2025-02-10 21:14:53,CRM,BATCH_20260313_003,Imported
P200413,PRD5413,InfecCure,Pembrolizumab,Anti-Infective,Infectious Disease,Tablet,5 mg,5 vials,"4,286.55",2013-10-04,Ahmedabad,N,5,Active,2025-09-11 17:24:08,2025-08-07 17:44:42,Legacy ERP,BATCH_20260313_001,Special Tender
P200414,PRD5414,OncoRelief,Budesonide,Oncology,Oncology,Capsule,100 mg,,"9,790.60",2018-06-30,Goa,Y,12,Active,2023-06-13 23:00:26,2025-04-04 21:34:14,CRM,BATCH_20260313_002,Promo Pack
P200415,PRD5415,DermaSoft Forte,Pembrolizumab,Dermatology,Dermatology,Suspension,50 mg,1x15,"8,273.54",2019-07-16,Vizag,Y,5,Active,2024-03-12 10:33:22,2025-12-28 18:30:13,SAP,BATCH_20260313_001,Special Tender
P200416,PRD5416,PulmoAir,Clobetasol,Respiratory,Pulmonology,Suspension,250 mg,100 ml,"4,439.23",2012-11-02,Pune,Y,12,Active,2023-11-09 10:21:21,2025-05-29 13:33:38,CRM,BATCH_20260313_003,Special Tender
P200417,PRD5417,InfecCure Forte,Azithromycin,Anti-Infective,Infectious Disease,Ointment,250 mg,1x10,"9,402.31",2012-05-04,Goa,N,18,Active,2024-08-07 12:55:41,2025-08-24 07:33:25,Legacy ERP,BATCH_20260313_002,Imported
P200418,PRD5418,CardioZen MR,Gabapentin,Cardio,Cardiology,Inhaler,20 mg,1x30,"4,942.22",2025-01-20,Hyderabad,Y,18,Active,2023-11-30 09:34:38,2025-06-19 11:34:29,SFA App,BATCH_20260313_001,
P200419,PRD5419,GastroEase,Clobetasol,Gastro,Gastroenterology,Ointment,10 mg,1x15,"6,687.78",2023-10-17,Hyderabad,N,12,Active,2025-04-24 00:40:35,2025-11-01 10:13:03,SAP,BATCH_20260313_001,
P200420,PRD5420,PULMOAIR MR,Budesonide,Respiratory,Pulmonology,Inhaler,500 mg,1x15,"4,935.72",2021-06-23,Ahmedabad,Y,18,Active,2024-12-29 13:35:39,2025-01-28 10:57:56,SAP,BATCH_20260313_001,Imported
P200421,PRD5421,CardioZen DS,Budesonide,Cardio,Cardiology,Syrup,5 mg,1x30,252.63,2014-08-21,Ahmedabad,N,5,Active,2025-08-01 02:20:59,2025-07-15 11:38:27,Legacy ERP,BATCH_20260313_002,Imported
P200422,PRD5422,NeuroCalm Forte,Clobetasol,Neuro,Neurology,Syrup,20 mg,,"3,404.23",2022-09-30,Hyderabad,N,5,Active,2023-06-19 14:07:19,2025-09-21 11:56:56,Legacy ERP,BATCH_20260313_001,Imported
P200423,PRD5423,PulmoAir DS,Clobetasol,Respiratory,Pulmonology,Capsule,100 mg,1x30,650.00,2025-06-20,Vizag,Y,5,Active,2024-10-03 03:55:04,2025-11-09 20:45:11,SAP,BATCH_20260313_002,Promo Pack
P200424,PRD5424,InfecCure Forte,Budesonide,Anti-Infective,Infectious Disease,Tablet,20 mg,100 ml,"6,563.47",2017-03-03,Ahmedabad,N,12,Active,2025-11-16 23:49:35,2025-03-14 09:03:12,Legacy ERP,BATCH_20260313_003,Legacy SKU
P200425,PRD5425,OncoRelief DS,Gabapentin,Oncology,Oncology,Tablet,250 mg,1x10,"1,740.01",2016-05-19,Ahmedabad,Y,12,Active,2023-02-15 18:16:05,2025-04-01 22:05:52,SAP,BATCH_20260313_002,Legacy SKU
P200426,PRD5426,DermaSoft Forte,Atorvastatin,Dermatology,Dermatology,Syrup,50 mg,60 ml,"4,736.23",2023-01-28,Baddi,Y,18,Active,2023-11-12 10:19:26,2025-01-05 02:35:57,SAP,BATCH_20260313_001,Legacy SKU
P200427,PRD5427,NeuroCalm DS,Clobetasol,Neuro,Neurology,Injection,250 mg,100 ml,"2,146.59",2015-11-17,Goa,N,18,Active,2025-08-03 13:34:26,2025-02-14 05:31:15,Legacy ERP,BATCH_20260313_001,
P200428,PRD5428,GlucoFree DS,Budesonide,Diabetes,Endocrinology,Ointment,10 mg,1x10,"2,239.24",2023/11/21,Pune,Y,5,Active,2023-04-14 17:34:41,2025-09-28 22:04:37,SFA App,BATCH_20260313_003,Special Tender
P200429,PRD5429,NeuroCalm DS,Metformin,Neuro,Neurology,Inhaler,500 mg,1x30,"5,830.82",2014-03-23,Baddi,Y,5,Active,2024-02-28 03:28:09,2025-04-30 13:56:55,SFA App,BATCH_20260313_002,
P200430,PRD5430,NeuroCalm Plus,Budesonide,Neuro,Neurology,Inhaler,250 mg,100 ml,"5,567.03",2020-11-11,Goa,N,12,Active,2023-03-03 03:15:46,2025-04-16 05:01:48,CRM,BATCH_20260313_002,Promo Pack
P200431,PRD5431,DermaSoft OD,Azithromycin,Dermatology,Dermatology,Suspension,50 mg,1x10,614.00,2011-09-20,Ahmedabad,N,18,Active,2025-07-29 04:14:04,2026-02-27 12:48:47,CRM,BATCH_20260313_001,Special Tender
P200432,PRD5432,CardioZen,Metformin,Cardio,Cardiology,Tablet,500 mg,1x15,"8,406.47",2021-02-27,Baddi,N,18,Active,2023-03-05 06:48:54,2025-10-21 19:24:55,CRM,BATCH_20260313_001,Special Tender
P200433,PRD5433,GastroEase Plus,Gabapentin,Gastro,Gastroenterology,Injection,500 mg,10 ml,"8,503.41",2010-04-22,Ahmedabad,Y,18,Active,2024-05-22 06:44:29,2025-01-31 00:31:06,Legacy ERP,BATCH_20260313_003,
P200434,PRD5434,CardioZen Plus,Pantoprazole,Cardio,Cardiology,Capsule,100 mg,10 ml,"2,164.87",2016-02-26,Baddi,N,12,Discontinued,2025-10-02 09:18:56,2025-12-23 17:44:33,CRM,BATCH_20260313_003,Legacy SKU
P200435,PRD5435,PulmoAir MR,Azithromycin,Respiratory,Pulmonology,Capsule,50 mg,1x30,"8,388.25",2010-02-12,Goa,Y,18,Active,2024-11-22 23:17:22,2025-06-11 03:13:39,SAP,BATCH_20260313_003,Special Tender
