customer_id,customer_name,customer_type,specialty,hospital_name,city,state,zone,registration_no,status,onboarding_date,tier,created_at,updated_at,ad_hoc_col
C300433,Prime Gupta Medicals,Clinic,Gastroenterologist,Aster Udaipur,Udaipur,Rajasthan,Central,REG504484,Active,2024-06-29,C,2024-05-25 21:30:47,2026-03-01 00:06:16,
C300434,Care Reddy Medicals,Doctor,Gastroenterologist,Aster Lucknow,Lucknow,Uttar Pradesh,Central,REG761829,Active,26 Aug 2017,B,2025-09-25 15:09:21,2026-01-03 18:26:04,
C300435,Hospital Pillai Hospital,Hospital,Neurologist,Max Dibrugarh,Dibrugarh,Assam,East,REG816574,Active,2025-09-07,A,2025-06-08 05:35:47,2026-01-27 16:05:20,Needs clean-up
C300436,Care Patel Medicals,Doctor,General Physician,Manipal Pune,Pune,Maharashtra,West,REG694989,Active,2021-11-18,C,2023-05-06 22:59:33,2025-09-13 14:39:40,Legacy mapped
C300437,Dr. Kapoor Pharmacy,Chemist,,,Ranchi,Jharkhand,East,REG662855,Active,2017-03-26,C,2025-04-13 09:31:19,2025-03-08 19:40:12,Legacy mapped
C300438,Dr. Chawla Clinic,Clinic,Pulmonologist,Narayana Raipur,Raipur,Chhattisgarh,West,REG804661,Active,2017-06-15,C,2024-10-01 11:16:33,2026-02-09 04:24:08,Needs clean-up
C300439,Care Pillai Care,Hospital,Cardiologist,Yashoda Ahmedabad,Ahmedabad,Gujarat,West,REG512456,Blacklisted,2017-01-29,B,2023-08-02 19:28:55,2026-01-16 08:16:58,Needs clean-up
C300440,Care Yadav Medicals,Hospital,Diabetologist,Narayana Vasco da Gama,Vasco da Gama,Goa,West,REG220401,Active,05/07/2022,A,2025-08-02 03:15:23,2025-12-19 21:09:40,Unverified
C300441,City Jain Care,Doctor,Gastroenterologist,Narayana Muzaffarpur,Muzaffarpur,Bihar,East,REG560976,Active,2022-11-27,A,2025-09-19 13:26:19,2025-10-01 14:33:19,
C300442,hospital bose pharmacy,Doctor,Oncologist,Manipal Kozhikode,Kozhikode,Kerala,South,REG400050,Active,2025-10-06,A,2024-06-08 11:08:18,2026-02-27 17:34:07,Needs clean-up
C300443,Dr. Das Pharmacy,Chemist,,,Amritsar,Punjab,North,REG527173,Active,2018-02-27,C,2023-08-12 01:41:06,2025-05-30 21:49:29,Legacy mapped
C300444,Prime Jain Medicals,Hospital,Diabetologist,Yashoda Gwalior,Gwalior,Madhya Pradesh,Central,REG844521,Active,22/02/2022,A,2023-10-05 14:31:44,2025-02-23 10:24:41,Unverified
C300445,Care Mehta Pharmacy,Clinic,Cardiologist,Medanta Kochi,Kochi,Kerala,South,,Active,2017-04-28,C,2023-11-24 05:36:40,2025-01-23 12:16:52,
C300446,Dr. Nair Medicals,Chemist,,,Jodhpur,Rajasthan,Central,REG437591,Active,2020-07-30,C,2025-07-16 04:33:00,2025-03-28 07:35:56,Needs clean-up
C300447,Dr. Joshi Care,Doctor,Dermatologist,Yashoda Ranchi,Ranchi,Jharkhand,East,,Active,2025-08-14,C,2025-11-13 00:00:44,2025-05-07 00:00:21,Legacy mapped
C300448,city iyer clinic,Clinic,Dermatologist,Apollo Raipur,Raipur,Chhattisgarh,West,REG164397,Blacklisted,2025-07-25,B,2023-12-15 05:13:55,2025-12-29 18:29:24,Needs clean-up
C300449,Care Patel Medicals,Doctor,Pulmonologist,Apollo Mysuru,Mysuru,Karnataka,South,REG979116,Active,2022-02-04,C,2023-10-02 19:42:10,2026-03-02 22:38:19,Legacy mapped
C300450,Care Kulkarni Clinic,Hospital,Neurologist,Aster Patna,Patna,Bihar,Central,REG710927,Active,2023-01-24,B,2024-07-05 19:20:22,2025-11-08 02:03:39,Legacy mapped
C300451,Life Nair Medicals,Chemist,,,Coimbatore,Tamil Nadu,South,REG786601,Active,2023-10-31,A,2025-06-09 02:42:38,2025-01-14 11:20:58,Needs clean-up
C300452,Dr. Mehta Medicals,Clinic,Diabetologist,Apollo Bhubaneswar,Bhubaneswar,Odisha,East,REG809375,Active,2020-05-04,A,2025-05-27 14:36:20,2025-11-18 21:10:41,
C300453,Care Mehta Medicals,Chemist,,,Guntur,Andhra Pradesh,South,REG745897,Inactive,2018-10-25,C,2024-07-26 10:50:33,2025-06-04 17:47:30,Unverified
C300454,Life Iyer Medicals,Hospital,General Physician,Yashoda Lucknow,Lucknow,Uttar Pradesh,Central,REG463430,Active,2022-07-14,C,2024-01-15 00:53:03,2025-10-13 20:42:01,Unverified
C300455,Prime Singh Hospital,Chemist,,,Mumbai,Maharashtra,West,REG789539,Inactive,09 Nov 2020,B,2025-05-13 16:01:44,2025-12-19 17:17:27,
C300456,Prime Singh Pharmacy,Hospital,Cardiologist,Medanta Noida,Noida,Delhi,North,REG407649,Active,2020-03-15,B,2023-03-18 00:08:58,2025-06-26 03:36:44,
C300457,Prime Kapoor Care,Chemist,,,Bhopal,Madhya Pradesh,West,REG596016,Active,2020-03-22,C,2025-09-08 15:18:29,2025-07-17 07:57:03,Legacy mapped
C300458,Prime Verma Care,Doctor,General Physician,Aster Ranchi,Ranchi,Jharkhand,East,REG772078,Active,2024-07-27,A,2025-10-31 00:52:16,2026-02-01 04:02:43,Legacy mapped
C300459,Care Bose Clinic,Clinic,Neurologist,Aster Chennai,Chennai,Tamil Nadu,South,REG912261,Active,16/08/2022,B,2024-12-05 14:23:46,2025-07-02 11:08:21,Needs clean-up
C300460,City Kapoor Pharmacy,Doctor,Neurologist,Yashoda Noida,Noida,Uttar Pradesh,Central,REG275955,Active,2022-09-21,B,2023-08-17 07:02:03,2025-01-28 05:21:22,Unverified
C300461,Care Bose Medicals,Hospital,Oncologist,Max Margao,Margao,Goa,West,REG766301,Active,2020-03-24,B,2023-01-13 09:52:07,2025-12-19 22:19:23,
C300462,Dr. Kapoor Medicals,Clinic,Oncologist,Fortis Ranchi,Ranchi,Jharkhand,East,REG647959,Active,2018-05-10,A,2025-12-31 20:28:54,2025-07-06 20:39:22,Unverified
C300463,City Singh Clinic,Doctor,Diabetologist,Max Kanpur,Kanpur,Uttar Pradesh,Central,REG745921,Active,2022-03-08,C,2023-06-28 02:33:00,2025-02-25 22:44:24,Needs clean-up
C300464,Prime Mehta Medicals,Doctor,Dermatologist,Apollo Panaji,Panaji,Goa,West,REG645015,Active,02/11/2018,A,2025-05-01 18:49:17,2025-08-29 08:38:13,Unverified
C300465,Dr. Yadav Care,Clinic,Oncologist,Yashoda Gwalior,Gwalior,Madhya Pradesh,West,REG944285,Active,2025-02-26,B,2025-12-08 21:03:34,2025-05-30 06:05:50,Needs clean-up
C300466,Prime Kulkarni Care,Clinic,Cardiologist,Apollo Rourkela,Rourkela,Odisha,East,REG303125,Active,2021-09-16,B,2024-10-14 22:54:31,2025-06-03 01:08:58,Unverified
C300467,Hope Jain Hospital,Clinic,Gastroenterologist,Fortis Silchar,Silchar,Assam,East,REG535956,Active,2022-07-25,C,2024-05-10 14:55:13,2025-02-25 16:44:44,Legacy mapped
C300468,City Gupta Hospital,Hospital,Cardiologist,Max Silchar,Silchar,Assam,East,REG950297,Active,2025-05-27,A,2024-08-14 11:20:53,2025-09-13 02:58:06,Needs clean-up
C300469,Dr. Mishra Medicals,Chemist,,,Visakhapatnam,Andhra Pradesh,South,REG310933,Active,2018-09-23,A,2023-07-24 14:16:40,2025-01-18 04:33:47,
C300470,Hospital Mishra Hospital,Clinic,Gastroenterologist,Medanta Lucknow,Lucknow,Uttar Pradesh,North,REG102159,Active,2025-05-19,B,2024-03-02 07:46:23,2025-07-23 08:04:45,Needs clean-up
C300471,Prime Iyer Hospital,Doctor,Gastroenterologist,Narayana Kozhikode,Kozhikode,Kerala,South,REG192423,Active,2025-02-27,A,2024-12-19 03:30:08,2025-11-29 06:42:24,Unverified
C300472,Hospital Yadav Care,Chemist,,,Panipat,Haryana,North,REG961873,Active,2020-03-22,C,2025-08-21 04:56:10,2025-05-12 01:57:20,Unverified
C300473, Hospital Chawla Care  ,Doctor,Cardiologist,Yashoda Mysuru,Mysuru,Karnataka,South,REG241772,Active,2018-11-08,A,2024-07-02 01:32:31,2025-01-19 11:26:35,Legacy mapped
C300474,Hospital Pillai Hospital,Clinic,Neurologist,Fortis Warangal,Warangal,Telangana,South,REG261313,Active,2023-11-14,C,2025-06-17 09:33:50,2025-07-19 18:35:02,
C300475,Hope Sharma Pharmacy,Hospital,Oncologist,Max Gaya,Gaya,Bihar,East,REG507176,Active,2017-02-11,B,2024-05-30 14:56:58,2025-07-09 00:06:29,Unverified
C300476,Prime Jain Medicals,Chemist,,,Faridabad,Haryana,North,REG883916,Active,2022-12-31,B,2025-10-14 23:45:45,2025-03-10 05:12:10,Unverified
C300477,Dr. Yadav Clinic,Doctor,Oncologist,Global Mysuru,Mysuru,Karnataka,South,REG138984,Active,2022-04-07,A,2024-05-19 12:48:15,2025-06-24 18:05:48,
C300478,Dr. Nair Clinic,Clinic,Diabetologist,Yashoda Bhubaneswar,Bhubaneswar,Odisha,East,REG997842,Inactive,2020-01-10,A,2023-09-27 20:18:59,2025-06-18 09:08:09,Unverified
C300479,Dr. Nair Clinic,Hospital,Pulmonologist,Apollo Raipur,Raipur,Chhattisgarh,Central,,Active,15/15/2025,A,2023-11-26 08:42:15,2025-06-20 01:41:37,Needs clean-up
C300480,Hospital Iyer Medicals,Chemist,,,Gwalior,Madhya Pradesh,Central,REG767122,Inactive,2019-01-23,C,2024-07-28 23:44:33,2025-05-21 13:47:31,Needs clean-up
C300481,Hope Agarwal Clinic,Clinic,Gastroenterologist,Medanta Durgapur,Durgapur,West Bengal,East,,Active,2017-06-12,C,2023-04-21 12:15:57,2025-05-02 12:03:08,Needs clean-up
C300482,life iyer pharmacy,Clinic,Neurologist,Aster Hubballi,Hubballi,Karnataka,South,REG252651,Active,2024-07-01,C,2025-08-21 22:28:55,2025-08-21 06:34:46,Legacy mapped
C300483,Care Kapoor Clinic,Doctor,Diabetologist,Max Rourkela,Rourkela,Odisha,East,REG268416,Inactive,2019-03-18,C,2023-06-19 06:32:59,2025-06-16 05:46:10,Legacy mapped
C300484,Life Sharma Medicals,Hospital,Dermatologist,Medanta Guwahati,Guwahati,Assam,East,REG957942,Active,2024-09-16,A,2024-07-23 09:04:10,2025-06-09 10:59:10,Legacy mapped
C300485,Life Sharma Medicals,Clinic,Neurologist,Global Bilaspur,Bilaspur,Chhattisgarh,Central,REG840538,Active,2024-03-23,B,2023-03-12 08:26:58,2025-03-22 22:39:44,Legacy mapped
C300486,Hospital Jain Medicals,Chemist,,,Visakhapatnam,Andhra Pradesh,South,REG345670,Active,2022-09-14,C,2025-01-17 19:05:46,2026-02-17 19:01:21,Legacy mapped
C300487,Hope Das Hospital,Chemist,,,Udaipur,Rajasthan,North,123,Blacklisted,2022-05-08,A,2024-04-05 05:47:44,2025-12-15 06:00:00,Needs clean-up
C300488,Hope Mishra Medicals,Clinic,Cardiologist,Aster Jodhpur,Jodhpur,Rajasthan,North,REG398979,Active,2020-12-04,A,2023-07-20 08:35:15,2026-01-14 11:41:24,Unverified
C300489,City Nair Pharmacy,Hospital,Dermatologist,Apollo Udaipur,Udaipur,Rajasthan,North,REG449112,Active,2021-02-20,C,2024-06-25 20:06:50,2025-02-26 23:42:03,Unverified
C300490,Hospital Kapoor Pharmacy,Doctor,Pulmonologist,Yashoda Ranchi,Ranchi,Jharkhand,East,,Active,2019-12-23,A,2024-10-03 18:25:19,2025-09-05 01:15:12,Needs clean-up
C300491,City Nair Care,Hospital,Neurologist,Medanta Cuttack,Cuttack,Odisha,East,REG868085,Active,2024-02-10,A,2024-08-27 07:19:55,2025-01-31 22:42:57,Legacy mapped
C300492,Hospital Reddy Care,Chemist,,,Nagpur,Maharashtra,West,REG984276,Inactive,2024-04-18,A,2025-01-17 07:46:04,2026-01-18 05:10:23,Legacy mapped
C300493,LIFE JOSHi pharmacy,Chemist,,,Vasco da Gama,Goa,West,REG800432,Active,2022-09-05,B,2024-04-21 01:29:42,2026-01-13 00:29:33,
C300494,Hospital Mishra Hospital,Doctor,General Physician,Apollo Gurugram,Gurugram,Delhi,North,REG735438,Active,2018-03-06,A,2025-11-08 15:19:45,2025-10-28 20:01:01,Unverified
C300495,Life Iyer Clinic,Doctor,General Physician,Medanta Guwahati,Guwahati,Assam,East,REG281391,Blacklisted,2023-09-28,A,2023-02-03 22:26:18,2025-01-29 08:05:08,
C300496,Dr. Sharma Hospital,Hospital,Pulmonologist,Apollo Lucknow,Lucknow,Uttar Pradesh,North,REG482135,Active,2023-03-02,B,2023-03-21 12:26:00,2026-01-30 13:28:51,Unverified
C300497,Care Patel Hospital,Hospital,Pulmonologist,Global Gurugram,Gurugram,Haryana,North,REG378748,Active,2022-04-27,A,2023-11-16 02:21:49,2025-04-28 17:24:07,
C300498,Hospital Das Care,Clinic,Cardiologist,Narayana Kolkata,Kolkata,West Bengal,East,REG376032,Active,2024-04-04,B,2024-10-28 00:40:16,2025-12-24 15:11:20,Unverified
C300499,Hospital Das Care,Clinic,General Physician,Apollo Hubballi,Hubballi,Karnataka,South,REG437544,Active,2020-06-08,B,2023-12-29 09:59:01,2025-10-08 16:27:46,
C300500,Prime Gupta Clinic,Chemist,,,Muzaffarpur,Bihar,Central,REG115659,Inactive,2024-05-06,C,2024-05-01 02:53:55,2025-10-30 03:49:45,Unverified
C300501,Prime Chawla Pharmacy,Hospital,Cardiologist,Fortis Gurugram,Gurugram,Delhi,North,REG715756,Active,2025-11-20,C,2024-01-14 16:33:28,2025-06-06 23:04:21,Unverified
C300502,Care Jain Care,Hospital,Pulmonologist,Aster Bilaspur,Bilaspur,Chhattisgarh,Central,REG282149,Active,2024-12-17,B,2025-03-17 13:57:17,2025-10-08 02:56:05,
C300503,HOSPITAL Mehta clinic,Clinic,Diabetologist,Care Kolkata,Kolkata,West Bengal,East,REG747527,Active,2022-02-09,B,2025-11-05 02:00:31,2025-01-02 16:44:57,Legacy mapped
C300504,Dr. Gupta Clinic,Chemist,,,Durgapur,West Bengal,East,REG472732,Active,21-04-2023,C,2024-05-24 13:24:05,2026-03-01 22:24:41,Legacy mapped
C300505,City Reddy Clinic,Chemist,,,Noida,Delhi,North,REG520658,Active,2021-09-11,C,2025-05-16 03:05:54,2025-01-11 17:17:00,Legacy mapped
C300506,Life Das Clinic,Clinic,Diabetologist,Apollo Gwalior,Gwalior,Madhya Pradesh,Central,REG537696,Active,2019-06-15,C,2024-12-10 01:25:25,2025-12-26 12:41:31,Needs clean-up
C300507,City Verma Hospital,Doctor,General Physician,Apollo Faridabad,Faridabad,Haryana,North,REG155930,Active,2024/01/08,A,2025-01-08 01:44:45,2025-10-30 16:53:02,Unverified
C300508,Hope Kulkarni Hospital,Doctor,Pulmonologist,Max Jamshedpur,Jamshedpur,Jharkhand,East,REG538074,Active,22 Feb 2017,A,2023-03-28 14:25:05,2025-10-25 03:48:40,
C300509,Life Pillai Hospital,Clinic,Oncologist,Manipal Dibrugarh,Dibrugarh,Assam,East,REG198224,Active,2024-10-19,A,2023-09-01 15:27:28,2025-06-20 11:01:44,
C300510,City Reddy Hospital,Hospital,Neurologist,Narayana Cuttack,Cuttack,Odisha,East,REG797114,Active,2023-12-18,B,2023-04-18 22:34:15,2026-02-26 17:25:02,Legacy mapped
C300511,Care Joshi Pharmacy,Clinic,Dermatologist,Narayana Bhopal,Bhopal,Madhya Pradesh,Central,REG594908,Inactive,2025-08-29,B,2023-06-03 10:15:16,2025-12-05 22:31:18,Legacy mapped
C300512,Hospital Verma Pharmacy,Doctor,General Physician,Apollo Bilaspur,Bilaspur,Chhattisgarh,Central,REG665993,Active,13-01-2017,C,2023-10-21 00:32:09,2026-03-10 07:16:58,
C300513,Life Pillai Medicals,Chemist,,,Mumbai,Maharashtra,West,REG520006,Active,not captured,B,2024-06-17 09:17:57,2025-11-03 01:17:14,Unverified
C300514,City Iyer Pharmacy,Hospital,Diabetologist,Care Nashik,Nashik,Maharashtra,West,123,Active,2024-04-08,A,2023-12-13 23:24:01,2026-01-17 05:33:41,Unverified
C300515,Dr. Pillai Medicals,Hospital,Neurologist,Yashoda Vasco da Gama,Vasco da Gama,Goa,West,REG520173,Inactive,2024-01-04,C,2024-03-20 06:42:37,2025-08-19 08:22:12,
C300516,Hope Bose Pharmacy,Chemist,,,Bhopal,Madhya Pradesh,Central,REG418411,Active,2019-07-09,C,2025-06-22 07:24:49,2025-11-26 20:02:39,
C300517,Prime Bose Medicals,Hospital,Neurologist,Aster Noida,Noida,Uttar Pradesh,Central,REG209773,Active,2019-11-11,A,2023-02-02 00:10:18,2025-10-31 05:41:31,Unverified
C300518,Care Patel Clinic,Doctor,Dermatologist,Aster Coimbatore,Coimbatore,Tamil Nadu,South,REG870859,Active,2023-10-29,B,2023-04-01 02:01:24,2025-08-07 10:32:56,Needs clean-up
C300519,City Agarwal Pharmacy,Hospital,Pulmonologist,Max Durg,Durg,Chhattisgarh,Central,REG329148,Active,2024-11-17,C,2023-03-27 20:42:19,2026-01-05 09:40:21,
C300520,Hope Singh Hospital,Hospital,Dermatologist,Aster Kozhikode,Kozhikode,Kerala,South,REG123764,Active,2020-04-20,C,2025-12-23 12:02:08,2025-11-06 22:25:50,Unverified
C300521,Care Singh Care,Doctor,Oncologist,Care Madurai,Madurai,Tamil Nadu,South,REG936666,Blacklisted,2025-12-05,B,2025-12-15 22:31:33,2025-08-06 00:04:22,
C300522,Dr. Iyer Medicals,Chemist,,,Raipur,Chhattisgarh,Central,REG776954,Active,2025-06-14,A,2025-11-06 06:12:49,2025-09-12 17:33:06,Unverified
C300523,Life Mishra Clinic,Doctor,Neurologist,Max Panaji,Panaji,Goa,West,REG309714,Active,2017-09-01,C,2023-04-24 14:32:27,2025-08-17 14:55:21,Unverified
C300524,Life Yadav Care,Chemist,,,Noida,Delhi,North,REG574313,Active,2017-10-06,B,2024-01-06 08:30:17,2025-02-13 11:48:53,
C300525,Life Patel Hospital,Clinic,Neurologist,Max Ahmedabad,Ahmedabad,Gujarat,West,REG377271,Active,15/15/2025,B,2023-06-03 14:33:10,2025-12-23 14:43:23,Needs clean-up
C300526,Care Yadav Care,Doctor,Dermatologist,Medanta Ahmedabad,Ahmedabad,Gujarat,West,REG724391,Active,2025-02-20,A,2023-11-14 10:26:43,2025-09-19 06:57:54,Unverified
C300527,City Joshi Pharmacy,Hospital,Gastroenterologist,Aster Patna,Patna,Bihar,Central,REG100154,Active,2022-04-14,A,2024-08-02 11:07:56,2025-04-09 14:17:42,
C300528,Prime Agarwal Pharmacy,Clinic,Diabetologist,Max Kozhikode,Kozhikode,Kerala,South,REG800058,Active,2019-01-03,B,2025-01-27 08:21:43,2026-02-27 08:00:14,Unverified
C300529,Care Chawla Hospital,Clinic,Oncologist,Aster Udaipur,Udaipur,Rajasthan,Central,REG758904,Inactive,2017/07/21,B,2025-06-16 01:21:16,2025-05-14 15:55:25,Unverified
C300530,Hope Bose Pharmacy,Doctor,General Physician,Global Durg,Durg,Chhattisgarh,Central,REG567953,Active,2022-09-26,C,2024-11-09 23:09:55,2025-09-23 14:04:54,Unverified
C300531,Dr. Nair Medicals,Hospital,Pulmonologist,Care Bilaspur,Bilaspur,Chhattisgarh,Central,REG351723,Active,2018-12-25,B,2023-05-05 04:39:57,2026-01-29 08:52:56,
C300532,Hope Bose Pharmacy,Doctor,Dermatologist,Medanta Dhanbad,Dhanbad,Jharkhand,East,REG282555,Active,2022-03-22,A,2023-08-17 11:28:35,2025-08-22 06:30:50,
C300533,Dr. Das Clinic,Hospital,Dermatologist,Care Ranchi,Ranchi,Jharkhand,East,REG345940,Active,2019-03-20,A,2024-08-20 00:44:40,2025-04-21 02:36:44,
C300534,Hospital Mishra Pharmacy,Clinic,Cardiologist,Yashoda Indore,Indore,Madhya Pradesh,West,REG705219,Active,2021-05-30,A,2023-06-05 16:08:11,2025-06-09 14:36:40,Legacy mapped
C300535,Life Verma Pharmacy,Clinic,Dermatologist,Care Warangal,Warangal,Telangana,South,REG380672,Active,2022-03-01,C,2023-10-16 10:29:34,2025-07-09 22:11:12,Unverified
C300536,Prime Chawla Clinic,Doctor,General Physician,Fortis Kozhikode,Kozhikode,Kerala,South,REG562921,Active,2018-06-11,B,2025-09-06 03:04:22,2025-06-11 16:11:54,Legacy mapped
C300537,Life Patel Medicals,Doctor,Neurologist,Care Jaipur,Jaipur,Rajasthan,North,REG555904,Active,2024-06-26,C,2024-02-09 03:13:06,2026-02-11 12:57:55,Unverified
C300538,Life Mishra Clinic,Hospital,Oncologist,Apollo Rourkela,Rourkela,Odisha,East,REG478267,Active,2025-04-10,C,2023-12-25 23:05:02,2025-02-21 05:21:19,Needs clean-up
C300539,Hope Kulkarni Medicals,Chemist,,,Vasco da Gama,Goa,West,REG993827,Active,15/15/2025,A,2025-09-10 00:23:27,2025-09-30 21:46:08,Unverified
C300540,Care Singh Hospital,Doctor,General Physician,Aster Raipur,Raipur,Chhattisgarh,Central,REG302348,Active,2023-11-29,C,2025-11-21 21:51:14,2025-08-12 16:27:15,Needs clean-up
C300541,Dr. Yadav Clinic,Doctor,Pulmonologist,Aster Muzaffarpur,Muzaffarpur,Bihar,East,REG898341,Active,22/04/2017,C,2023-02-17 08:08:55,2025-10-25 09:09:39,Legacy mapped
C300542,Life Mehta Clinic,Chemist,,,Gurugram,Delhi,North,REG457772,Active,2022-06-03,C,2023-12-14 01:36:37,2026-01-13 06:32:30,Legacy mapped
C300543,Hope Nair Medicals,Hospital,General Physician,Manipal New Delhi,New Delhi,Delhi,North,REG960508,Inactive,2017-06-17,A,2025-01-25 00:49:42,2026-02-04 21:23:39,Unverified
C300544,Hope Verma Pharmacy,Clinic,Cardiologist,Manipal Jamshedpur,Jamshedpur,Jharkhand,East,,Active,2017-01-26,B,2024-07-07 13:33:01,2025-02-10 22:49:12,
C300545,Care Das Hospital,Doctor,Dermatologist,Fortis Bhubaneswar,Bhubaneswar,Odisha,East,REG212955,Active,2019-12-26,C,2024-11-11 19:40:47,2025-12-02 20:39:08,
C300546,Prime Chawla Care,Clinic,Cardiologist,Fortis Durg,Durg,Chhattisgarh,West,REG407014,Active,2020-07-22,C,2023-09-21 00:58:53,2026-02-28 11:36:19,Legacy mapped
C300547,Prime Pillai Care,Clinic,Cardiologist,Fortis Mumbai,Mumbai,Maharashtra,West,REG964219,Active,2021-09-02,A,2025-02-27 09:13:38,2025-06-03 11:40:54,Legacy mapped
C300548,Dr. Sharma Medicals,Hospital,Oncologist,Fortis Silchar,Silchar,Assam,East,REG451030,Active,2025-11-15,A,2025-01-04 07:11:50,2026-01-30 11:27:47,Legacy mapped
C300549,Hope Das Care,Chemist,,,Dibrugarh,Assam,East,REG835036,Active,2018-02-03,C,2025-04-08 18:46:13,2025-03-25 22:18:02,Unverified
C300550,Care Singh Medicals,Hospital,Cardiologist,Apollo Panaji,Panaji,Goa,West,REG775227,Active,12/06/2021,B,2025-06-21 21:01:39,2025-12-14 11:09:04,Unverified
C300551,City Singh Medicals,Chemist,,,Muzaffarpur,Bihar,Central,REG134298,Blacklisted,2024-05-28,C,2023-10-20 10:49:58,2026-02-08 17:53:40,Unverified
C300552,Life Sharma Clinic,Hospital,General Physician,Manipal Raipur,Raipur,Chhattisgarh,West,REG260856,Active,2025-11-11,C,2025-04-18 18:41:44,2025-06-06 16:22:13,
C300553,Prime Singh Hospital,Doctor,Gastroenterologist,Global Vasco da Gama,Vasco da Gama,Goa,West,REG785590,Active,2020-08-01,A,2023-05-28 17:06:15,2025-12-30 22:24:04,Needs clean-up
C300554,Care Reddy Clinic,Chemist,,,New Delhi,Delhi,North,REG630932,Inactive,2025/02/18,B,2024-10-28 05:20:20,2025-05-08 22:36:24,Legacy mapped
C300555,Care Reddy Clinic,Chemist,,,Gaya,Bihar,East,REG826014,Active,2023-01-30,B,2023-05-06 02:58:53,2025-01-30 19:12:42,Legacy mapped
C300556,Life Kapoor Care,Doctor,Pulmonologist,Medanta Gurugram,Gurugram,Haryana,North,REG345556,Active,2017-06-04,C,2025-04-11 23:21:59,2026-01-23 04:59:43,Needs clean-up
C300557,City Kulkarni Hospital,Clinic,Dermatologist,Apollo Ludhiana,Ludhiana,Punjab,North,,Active,2019-06-18,C,2023-02-16 03:26:29,2025-10-24 12:21:23,Needs clean-up
C300558,Life Pillai Hospital,Hospital,Oncologist,Manipal Ahmedabad,Ahmedabad,Gujarat,West,REG512175,Active,2022-09-01,C,2025-09-23 08:42:38,2025-11-26 01:20:12,
C300559,Hospital Pillai Care,Chemist,,,Silchar,Assam,East,REG259807,Active,2019-01-04,A,2023-02-23 22:32:31,2025-04-05 14:18:59,
C300560,City Bose Medicals,Chemist,,,Panipat,Haryana,North,REG188160,Active,2023-03-11,B,2025-01-01 22:50:23,2025-03-27 19:27:16,Legacy mapped
C300561,Hospital Nair Medicals,Clinic,Cardiologist,Medanta Bhubaneswar,Bhubaneswar,Odisha,East,REG602839,Inactive,2023-05-10,C,2023-05-03 21:10:01,2025-03-21 19:04:41,Needs clean-up
C300562, City Mehta Clinic  ,Hospital,Cardiologist,Care Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,REG216616,Blacklisted,2020-04-06,B,2025-02-16 04:46:23,2025-04-27 01:13:03,Legacy mapped
C300563,DR. REDDy clinic,Doctor,General Physician,Medanta Kolkata,Kolkata,West Bengal,East,REG293896,Active,not captured,B,2025-10-25 21:55:43,2025-01-15 11:21:42,Legacy mapped
C300564,Life Verma Hospital,Hospital,General Physician,Aster Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,REG782100,Active,2022-10-24,B,2024-01-12 11:25:42,2025-10-30 13:41:49,Unverified
C300565,Prime Bose Pharmacy,Doctor,Neurologist,Global New Delhi,New Delhi,Delhi,North,REG573641,Active,2021-07-09,A,2024-03-21 18:26:32,2025-01-14 01:28:07,
C300566,City Agarwal Clinic,Doctor,Neurologist,Fortis Noida,Noida,Uttar Pradesh,Central,REG984330,Active,2017-02-03,C,2024-07-31 04:08:44,2025-07-09 18:46:14,Legacy mapped
C300567,Hospital Singh Care,Chemist,,,Madurai,Tamil Nadu,South,REG177993,Active,2023-12-21,C,2025-08-23 09:43:19,2025-07-31 18:31:02,Needs clean-up
C300568,Prime Reddy Care,Doctor,Neurologist,Yashoda Gurugram,Gurugram,Delhi,North,REG234619,Active,19/03/2019,A,2024-10-21 20:23:59,2025-09-22 12:00:11,Needs clean-up
C300569,City Mishra Hospital,Hospital,Dermatologist,Yashoda Bhubaneswar,Bhubaneswar,Odisha,East,REG399480,Active,2019-04-26,B,2023-05-22 08:29:41,2025-10-10 15:22:55,
C300570,Dr. Das Medicals,Doctor,Gastroenterologist,Medanta Indore,Indore,Madhya Pradesh,Central,REG163383,Active,2019-12-03,C,2024-06-07 05:17:19,2025-04-29 14:38:52,Legacy mapped
C300571,Care Joshi Pharmacy,Chemist,,,Indore,Madhya Pradesh,West,REG222397,Active,2021-07-26,A,2025-12-13 05:47:31,2026-01-03 14:41:14,Unverified
C300572,Hope Mishra Hospital,Clinic,Dermatologist,Care Indore,Indore,Madhya Pradesh,West,REG825208,Blacklisted,2024-03-06,A,2025-11-23 16:06:20,2025-08-01 15:20:54,Unverified
C300573,Care Bose Medicals,Chemist,,,Amritsar,Punjab,North,REG859043,Active,2017-09-07,B,2025-06-24 20:03:53,2025-06-08 20:40:23,Unverified
C300574,Hospital Reddy Hospital,Clinic,Cardiologist,Care Bengaluru,Bengaluru,Karnataka,South,REG468513,Active,2019/01/22,C,2025-01-01 12:28:44,2025-03-07 08:03:23,Unverified
C300575,Life Mishra Medicals,Clinic,Cardiologist,Narayana Cuttack,Cuttack,Odisha,East,REG781661,Active,2025-07-08,C,2024-07-06 06:28:19,2025-03-21 16:47:08,Legacy mapped
